Satellite Name,Country,Operator,Purpose,Orbit Class,Launch Date,Expected Lifetime,Launch Mass (kg.)
"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34)",USA,National Reconnaissance Office/US Navy,Earth Observation,LEO,2011-04-15,10.0,1200.0
"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34)",USA,National Reconnaissance Office/US Navy,Earth Observation,LEO,2011-04-15,10.0,5000.0
"SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6, USA 238, NRO L36)",USA,National Reconnaissance Office/US Navy,Earth Observation,LEO,2012-09-13,10.0,6500.0
"SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6, USA 238, NRO L36)",USA,National Reconnaissance Office/US Navy,Earth Observation,LEO,2012-09-13,10.0,6500.0
"SB-WASS 3-7 (Space Based Wide Area Surveillance System) NOSS 3-7, USA 264, NRO L55)",USA,National Reconnaissance Office/US Navy,Earth Observation,LEO,2015-10-08,10.0,6500.0
"SB-WASS 3-7 (Space Based Wide Area Surveillance System) NOSS 3-7, USA 264, NRO L55)",USA,National Reconnaissance Office/US Navy,Earth Observation,LEO,2015-10-08,10.0,6500.0
SCD-1 (Satélite de Coleta de Dados),Brazil,Instituto Nacional de Pesquisas Espaciais (INPE),Earth Observation,LEO,1993-02-09,3.0,110.0
SCD-2 (Satélite de Coleta de Dados),Brazil,Instituto Nacional de Pesquisas Espaciais (INPE),Earth Observation,LEO,1998-10-23,3.0,110.0
Scisat-1 (Atmospheric Chemistry Experiment),Canada,Canadian Space Agency,Space Science,LEO,2003-08-12,10.0,150.0
"S-Cube (S3, Shootingstar Sensing Satellite)",Japan,"Planetary Exploration Research Center (PERC) of the Chiba Institute of Technology, Tohoku University",Technology Development,LEO,2015-09-17,10.0,4.0
SDO (Solar Dynamics Observatory),USA,National Aeronautics and Space Administration (NASA),Space Science,GEO,2010-02-11,5.0,3100.0
"SDS III-4 (Satellite Data System) (NRO L-1, Nemesis, USA 179) ",USA,National Reconnaissance Office (NRO)/US Air Force,Communications,Elliptical,2004-08-31,7.0,1200.0
"SDS III-5 (Satellite Data System) (NRO L-24, Scorpius, USA 198) ",USA,National Reconnaissance Office (NRO)/US Air Force,Communications,Elliptical,2007-12-10,7.0,1200.0
"SDS III-6 (Satellite Data System) NRO L-27, Gryphon, USA 227)",USA,National Reconnaissance Office (NRO)/US Air Force,Communications,GEO,2011-03-02,10.0,1200.0
"SDS III-7 (Satellite Data System) NRO L-38, Drake, USA 236)",USA,National Reconnaissance Office (NRO)/US Air Force,Communications,GEO,2012-06-20,10.0,1200.0
"SDS III-8 (Satellite Data System) NRO L-33, USA 252)",USA,National Reconnaissance Office (NRO)/US Air Force,Communications,GEO,2014-05-22,10.0,1200.0
SDS-4 (Small Demonstration Satellite-4),Japan,Japan Aerospace Exploration Agency (JAXA),Technology Development,LEO,2012-05-17,2.0,50.0
SEEDS 2,Japan,Nihon University,Technology Development,LEO,2008-04-28,10.0,3.0
Sentinel 1A,ESA,EUMETSAT,Earth Observation,LEO,2014-04-03,7.0,2300.0
Sentinel 1B,ESA,EUMETSAT,Earth Observation,LEO,2016-04-25,7.0,2300.0
Sentinel 2A,ESA,EUMETSAT,Earth Observation,LEO,2015-06-23,7.0,2300.0
Sentinel 3A,ESA,EUMETSAT,Earth Observation,LEO,2016-02-16,7.0,2300.0
SES-1 (AMC-4R),USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Communications,GEO,2010-04-24,15.0,1200.0
SES-2,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Communications,GEO,2011-09-21,15.0,3200.0
SES-3,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Communications,GEO,2011-07-15,15.0,3112.0
SES-4,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Communications,GEO,2012-02-14,15.0,1200.0
"SES-5 (Sirius 5, Astra 4B)",USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Communications,GEO,2012-07-09,15.0,6007.0
SES-6,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Communications,GEO,2013-06-03,15.0,6140.0
"SES-7 (Protostar 2, Indostar 2)",USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Communications,GEO,2009-05-16,15.0,4007.0
SES-8,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Communications,GEO,2013-12-03,15.0,3138.0
SES-9,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]),Communications,GEO,2016-03-04,15.0,5271.0
Shijian 11-01 (SJ-11-01),China,Chinese Academy of Space Technology (CAST),Space Science,LEO,2009-11-12,3.0,1200.0
Shijian 11-02 (SJ-11-02),China,Chinese Academy of Space Technology (CAST),Technology Development,LEO,2011-07-29,10.0,1200.0
Shijian 11-03 (SJ-11-03),China,Chinese Academy of Space Technology (CAST),Technology Development,LEO,2011-07-06,10.0,1200.0
Shijian 11-05 (SJ-11-05),China,Chinese Academy of Space Technology (CAST),Technology Development,LEO,2013-07-15,10.0,1200.0
Shijian 11-06 (SJ-11-06),China,Chinese Academy of Space Technology (CAST),Technology Development,LEO,2014-03-31,10.0,1200.0
Shijian 11-07 (SJ-11-07),China,Chinese Academy of Space Technology (CAST),Technology Development,LEO,2014-09-28,10.0,1200.0
Shijian 11-08 (SJ-11-08),China,Chinese Academy of Space Technology (CAST),Technology Development,LEO,2014-10-27,10.0,1200.0
Shijian 12 (SJ-12),China,Chinese Academy of Space Technology (CAST),Technology Development,LEO,2010-06-15,10.0,1200.0
Shijian 15 (SJ-15),China,Chinese Academy of Space Technology (CAST),Technology Development,LEO,2013-07-19,10.0,1200.0
Shijian 16 01 (SJ-16),China,Chinese Academy of Space Technology (CAST),Technology Development,LEO,2013-10-25,10.0,1200.0
Shijian 16 02,China,Chinese Academy of Space Technology (CAST),Technology Development,LEO,2016-06-29,10.0,1200.0
"Shijian 6A (SJ-6A, Dong Fang Hong 60)",China,Chinese Academy of Space Technology (CAST),Space Science,LEO,2004-09-08,2.0,1200.0
Shijian 6B (SJ-6B),China,Chinese Academy of Space Technology (CAST),Space Science,LEO,2004-09-08,2.0,1200.0
Shijian 6C (SJ-6-02A),China,Chinese Academy of Space Technology (CAST),Space Science,LEO,2006-10-23,10.0,1200.0
Shijian 6D (SJ-6-02B),China,Chinese Academy of Space Technology (CAST),Space Science,LEO,2006-10-23,10.0,1200.0
"Shijian 6E (SJ6-03A, SJ-6E)",China,Chinese Academy of Space Technology (CAST),Space Science,LEO,2008-10-25,3.0,1200.0
"Shijian 6F (SJ6-03B, SJ-6F)",China,Chinese Academy of Space Technology (CAST),Space Science,LEO,2008-10-25,3.0,1200.0
Shijian 6G (SJ6-04A),China,Chinese Academy of Space Technology (CAST),Earth Observation,LEO,2010-10-06,10.0,1200.0
Shijian 6H (SJ6_04B),China,Chinese Academy of Space Technology (CAST),Earth Observation,LEO,2010-10-06,10.0,1200.0
"Shijian 7 (SJ7, Dong Fang Hong 65)",China,Chinese Academy of Space Technology (CAST),Space Science,LEO,2005-07-05,3.0,1200.0
Shijian 9A (SJ 9A),China,Shanghai Academy of Space Technology (CAST),Technology Development,LEO,2012-10-14,10.0,1200.0
Shijian 9B (SJ 9B),China,Shanghai Academy of Space Technology (CAST),Technology Development,LEO,2012-10-14,10.0,1200.0
"Shiyan 1 (SY 1, Tansuo 1, Experimental Satellite 1)",China,Chinese Academy of Space Technology (CAST),Earth Observation,LEO,2004-04-18,10.0,204.0
"Shiyan 3 (SY3, Experimental Satellite 3)",China,Chinese Academy of Space Technology (CAST),Earth Observation,LEO,2008-11-05,10.0,300.0
"Shiyan 4 (SY4, Experimental Satellite 4)",China,Chinese Academy of Space Technology (CAST),Earth Observation,LEO,2011-11-20,10.0,300.0
"Shiyan 5 (SY5, Experimental Satellite 5)",China,Chinese Academy of Space Technology (CAST),Earth Observation,LEO,2013-11-25,10.0,204.0
"Shiyan 7 (SY7, Experimental Satellite 7)",China,Chinese Academy of Space Technology (CAST),Technology Development,LEO,2013-07-19,10.0,1200.0
Sicral 1A ,Italy,Italian Defense Ministry,Communications,GEO,2001-02-07,10.0,2596.0
Sicral 1B,Italy,Italian Defense Ministry/Telespazio,Communications,GEO,2009-04-20,10.0,3038.0
Sicral 2/Syracuse 3C,France/Italy,Italian Defense Ministry/French Defense Ministry,Communications,GEO,2015-04-26,15.0,4400.0
"Sinah-1 (Sina 1, ZS1)",Iran,Iranian Research Organization for Science and Technology (IROST),Communications,LEO,2005-10-27,3.0,170.0
SINOD D-1,USA,SRI International,Technology Demonstration,LEO,2015-10-08,10.0,2.0
SINOD D-3,USA,SRI International,Technology Demonstration,LEO,2015-10-08,10.0,2.0
"Sinosat-6 (Chinasat-6A, XN-6)",China,China Direct Broadcast Satellite co.,Communications,GEO,2010-09-04,15.0,5000.0
Sirius 1 (SD Radio 1),USA,Sirius XM Holdings,Communications,Elliptical,2000-06-30,15.0,3727.0
Sirius 2 (SD Radio 2),USA,Sirius XM Holdings,Communications,Elliptical,2000-09-05,15.0,3792.0
Sirius 3 (SD Radio 3),USA,Sirius XM Holdings,Communications,Elliptical,2000-11-30,15.0,3727.0
Sirius 4 (Astra 4A),Sweden,SES Sirius AB,Communications,GEO,2007-11-17,15.0,4400.0
Sirius FM-5,USA,Sirius XM Holdings,Communications,GEO,2009-06-30,15.0,5800.0
Sirius FM-6,USA,Sirius XM Holdings,Communications,GEO,2013-10-25,15.0,6020.0
Sirius XM-5,USA,Sirius XM Holdings,Communications,GEO,2010-10-14,15.0,5983.0
Sky Mexico-1,Mexico,Sky Mexico,Communications,GEO,2015-05-27,18.0,3180.0
Skynet 4C ,United Kingdom,Intelsat/Paradigm Secure Communications (wholly owned by EADS Astrium),Communications,GEO,1990-08-30,7.0,1474.0
Skynet 4E ,United Kingdom,Ministry of Defence,Communications,GEO,1999-02-26,7.0,1510.0
Skynet 4F ,United Kingdom,Ministry of Defence,Communications,GEO,2001-02-07,7.0,1510.0
Skynet 5A,United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Communications,GEO,2007-03-11,15.0,4700.0
Skynet 5B,United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Communications,GEO,2007-11-14,15.0,4635.0
Skynet 5C,United Kingdom,Ministry of Defence/Paradigm Secure Communications (wholly owned by EADS Astrium),Communications,GEO,2008-06-12,10.0,4600.0
Skynet 5D,United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Communications,GEO,2012-12-19,15.0,4638.0
SkySat-1,USA,Terra Bella,Earth Observation,LEO,2013-11-21,10.0,1200.0
SkySat-2,USA,Terra Bella,Earth Observation,LEO,2014-07-08,10.0,90.0
SkySat-3 (SkySat Gen 2-1),USA,Terra Bella,Earth Observation,LEO,2016-06-22,10.0,110.0
SkyTerra 1,USA,LightSquared,Communications,GEO,2010-11-14,15.0,5360.0
SLDCOM-3 (Satellite Launch Dispenser Communications System) (USA 119),USA,National Reconnaissance Office (NRO),Communications,Elliptical,1996-05-12,10.0,1200.0
SMAP (Soil Moisture Active Passive Satellite),USA,National Aeronautics and Space Administration (NASA),Earth Observation,LEO,2015-01-31,3.0,1200.0
SMDC-ONE 1.1 (Techsat),USA,US Army Space and Missile Defense Command,Technology Development,LEO,2012-09-13,10.0,4.5
SMDC-ONE 1.2 (ORSES [Operationally Responsive Space Enabler Satellite]),USA,US Army Space and Missile Defense Command,Technology Development,LEO,2012-09-13,10.0,3.0
SMDC-ONE 2.3,USA,US Army Space and Missile Defense Command,Technology Development,LEO,2013-12-06,10.0,5.0
SMDC-ONE 2.4,USA,US Army Space and Missile Defense Command,Technology Development,LEO,2013-12-06,10.0,5.0
SMOS (Soil Moisture and Ocean Salinity satellite),ESA,Centre National d'Etudes Spatiales (CNES)/European Space Agency,Earth Observation,LEO,2009-11-02,3.0,658.0
SNaP-3 Alice,USA,US Army Space and Missile Defense Command,Technology Development,LEO,2015-10-08,10.0,4.5
SNaP-3 Eddie,USA,US Army Space and Missile Defense Command,Technology Development,LEO,1900-01-01,10.0,5.0
SNaP-3 Jimi,USA,US Army Space and Missile Defense Command,Technology Development,LEO,1900-01-01,10.0,5.0
SNaP-3-1  (Space and Missile Defense Command NanoSat Program),USA,US Southern Command,Communications,LEO,2013-12-06,10.0,1200.0
SOCRATES  (Space Optical Communications Research Advanced TEchnology Satellite),Japan,National Institute of Information and Communications Technology (JPN),Technology Development,LEO,2014-05-24,10.0,48.0
"SOHLA 1 (Space Oriented Higashiosaka Leading Association, Maido 1)",Japan,Astrotech SOHLA,Technology Development,LEO,2009-01-23,10.0,50.0
SORCE (SOlar Radiation and Climate Experiment),USA,"NASA Earth Science Office/Laboratory for Atmospheric and Space Physics, Univ. of Colorado",Space Science,LEO,2003-01-25,6.0,315.0
Spaceway 3,USA,Hughes Network Systems,Communications,GEO,2007-08-14,12.0,6100.0
Spaceway F1,USA,"DirecTV, Inc.",Communications,GEO,2005-04-26,12.6,5993.0
Spaceway F2,USA,"DirecTV, Inc.",Communications,GEO,2005-11-16,12.6,5993.0
Spainsat,Spain,Hisdesat/Ministry of Defense,Communications,GEO,2006-03-11,10.0,3680.0
Spektr-R/RadioAstron,Multinational,Astro Space Center of Moscow/Russian Academy of Sciences,Space Science,LEO,2011-07-18,5.0,3660.0
SpinSat (Special Purpose Inexpensive Satellite),USA,US Naval Research Laboratory,Technology Development,LEO,2014-11-28,10.0,50.0
SPIRALE-A (Système Préparatoire Infra-Rouge pour l'Alerte),France,Ministry of Defense/General Delegation for Ordnance (DGA),Technology Development,Elliptical,2009-02-11,10.0,117.0
SPIRALE-B (Système Préparatoire Infra-Rouge pour l'Alerte),France,Ministry of Defense/General Delegation for Ordnance (DGA),Technology Development,Elliptical,2009-02-11,10.0,117.0
Spot 6 (Système Probatoire d’Observation de la Terre),France/Belgium/Sweden,Spot Image,Earth Observation,LEO,2012-09-09,10.0,720.0
Spot 7 (Système Probatoire d’Observation de la Terre),France/Belgium/Sweden,Spot Image,Earth Observation,LEO,2014-06-30,10.0,714.0
SPROUT  (SPace Research On Unique Technology),Japan,Nihon University,Technology Development,LEO,2014-05-24,10.0,7.1
SRMSat (Sri Ramaswamy Memorial Satellite),India,SRM University,Technology Development,LEO,2011-10-12,1.0,10.9
SSOT (Sistema Satelital para la Observación de la Tierra),Chile,Chilean Air Force,Earth Observation,LEO,2011-12-17,10.0,117.0
ST-2 (Singapore-Taiwan 2),Singapore/Taiwan,Singapore Telecommunications Ltd. (SingTel)/Chunghwa Telecom Co. Ltd.,Communications,GEO,2011-05-20,15.0,5090.0
Star One C1,Brazil,Star One (SES [Société Européenne des Satellites (SES)]),Communications,GEO,2007-11-14,15.0,4100.0
Star One C2,Brazil,Star One (SES [Société Européenne des Satellites (SES)]),Communications,GEO,2008-04-18,10.0,4100.0
Star One C3,Brazil,Star One (SES [Société Européenne des Satellites (SES)]),Communications,GEO,2012-11-10,15.0,3225.0
Star One C4,Brazil,Star One (SES [Société Européenne des Satellites (SES)]),Communications,GEO,2015-07-15,15.0,5634.0
STARE-B (Horus [Space-Based Telescopes for Actionable Refinement of Ephemeris]),USA,National Reconaissance Office,Space Science,LEO,2013-11-19,10.0,3.0
STPSat-2 (USA 217),USA,USAF Space Test Program,Technology Development,LEO,2010-11-20,1.0,180.0
STPSat-3 (Space Test Program Satellite-3) ,USA,US Air Force,Technology Development,LEO,2013-11-19,3.0,137.0
"STRaND-1 (Surrey Training, Research and Nanosatellite Demonstrator 1)",United Kingdom,Surrey Satellite Technology Limited (SSTL),Technology Development,LEO,2013-02-25,10.0,4.3
Strela 3 (Cosmos 2385),Russia,Ministry of Defense,Communications,LEO,2001-12-27,3.0,225.0
Strela 3 (Cosmos 2386),Russia,Ministry of Defense,Communications,LEO,2001-12-27,3.0,225.0
Strela 3 (Cosmos 2390),Russia,Ministry of Defense,Communications,LEO,2002-07-08,3.0,225.0
Strela 3 (Cosmos 2391),Russia,Ministry of Defense,Communications,LEO,2002-07-08,3.0,225.0
Strela 3 (Cosmos 2400),Russia,Ministry of Defense,Communications,LEO,2003-08-19,3.0,225.0
Strela 3 (Cosmos 2401),Russia,Ministry of Defense,Communications,LEO,2003-08-19,3.0,225.0
Strela 3 (Cosmos 2408),Russia,Ministry of Defense,Communications,LEO,2004-09-23,3.0,225.0
Strela 3 (Cosmos 2409),Russia,Ministry of Defense,Communications,LEO,2004-09-23,3.0,225.0
STSat-2C,South Korea,Korea Aerospace Research Institute (KARI),Technology Development,LEO,2013-01-30,2.0,93.0
STSat-3,South Korea,Korea Aerospace Research Institute (KARI),Technology Development,LEO,2013-11-21,2.0,150.0
"STSS ATRR (Space Tracking and Surveillance System Advanced Technology Risk Reduction Satellite, USA 205)",USA,Missile Defense Agency (MDA),Technology Development,LEO,2009-05-05,10.0,1200.0
STSS Demo-1 (Space Tracking and Surveillance System Demonstrator),USA,Missile Defense Agency (MDA),Technology Development,LEO,2009-09-25,2.0,2240.0
STSS Demo-2 (Space Tracking and Surveillance System Demonstrator),USA,Missile Defense Agency (MDA),Technology Development,LEO,2009-09-25,2.0,2240.0
Superbird 7 (Superbird C2),Japan,Sky Perfect JSAT Corporation,Communications,GEO,2008-08-14,15.0,5000.0
Superbird-B2 (Superbird 4),Japan,Sky Perfect JSAT Corporation,Communications,GEO,2000-02-18,10.0,4051.0
Suzaku (Astro E2),Japan/USA,Japan Aerospace Exploration Agency (JAXA)/NASA,Space Science,LEO,2005-07-10,5.0,1600.0
Swayam,India,"College of Engineering, Pune",Technology Development,LEO,2016-06-22,10.0,1.0
SWARM-A,ESA,European Space Agency (ESA),Earth Observation,LEO,2013-11-22,4.0,468.0
SWARM-B,ESA,European Space Agency (ESA),Earth Observation,LEO,2013-11-22,4.0,468.0
SWARM-C,ESA,European Space Agency (ESA),Earth Observation,LEO,2013-11-22,4.0,468.0
Swift ,USA/United Kingdom/Italy,Goddard Space Flight Center/Penn State University,Space Science,LEO,2004-11-20,7.0,1463.0
SwissCube,Switzerland,Ecole Polytechnique Fédérale de Lausanne (EPFL),Technology Development,LEO,2009-09-23,25.0,1.0
Syracuse 3A (Systeme de Radio Communications Utilisant un Satellite),France,Defense Ministry,Communications,GEO,2005-10-13,12.0,3725.0
Syracuse 3B (Systeme de Radio Communications Utilisant un Satellite),France,Defense Ministry,Communications,GEO,2006-08-11,12.0,3750.0
TacSat 4,USA,Naval Research Laboratory,Technology Development,Elliptical,2011-09-27,10.0,450.0
TacSat 6,USA,Operational Responsive Space (ORS) Office,Technology Development,LEO,1900-01-01,10.0,1200.0
TanDEM-X (TerraSAR-X add-on for Digital Elevation Measurement),Germany,German Aerospace Center (DLR)/Astrium,Earth Observation,LEO,2010-06-21,5.0,1350.0
"Tango (part of Cluster quartet, Cluster 2 FM8)",ESA,European Space Agency (and 250 international scientific investigators),Space Science,Elliptical,2000-08-09,4.0,1200.0
"TDRS-10 (Tracking and Data Relay Satellite, TDRS-J)",USA,National Aeronautics and Space Administration (NASA),Communications,GEO,2002-12-04,11.0,3180.0
"TDRS-11 (Tracking and Data Relay Satellite, TDRS K)",USA,National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center,Communications,GEO,2013-01-31,15.0,3454.0
"TDRS-12 (Tracking and Data Relay Satellite, TDRS L)",USA,National Aeronautics and Space Administration (NASA),Communications,GEO,2014-01-23,15.0,3454.0
"TDRS-3 (Tracking and Data Relay Satellite, TDRS-C) ",USA,National Aeronautics and Space Administration (NASA),Communications,GEO,1988-09-29,10.0,3180.0
"TDRS-5 (Tracking and Data Relay Satellite, TDRS-E)",USA,SES Americom (SES [Société Européenne des Satellites (SES)]),Communications,GEO,1991-08-02,10.0,3180.0
"TDRS-6 (Tracking and Data Relay Satellite, TDRS-F)",USA,NASA/SES Americom (SES [Société Européenne des Satellites (SES)]),Communications,GEO,1993-01-13,10.0,3180.0
"TDRS-7 (Tracking and Data Relay Satellite, TDRS-G)",USA,National Aeronautics and Space Administration (NASA),Communications,GEO,1995-07-13,10.0,3180.0
"TDRS-8 (Tracking and Data Relay Satellite, TDRS-H)",USA,National Aeronautics and Space Administration (NASA),Communications,GEO,2000-06-30,11.0,3180.0
"TDRS-9 (Tracking and Data Relay Satellite, TDRS-I)",USA,National Aeronautics and Space Administration (NASA),Communications,GEO,2002-03-08,11.0,3180.0
TechDemoSat-1,United Kingdom,Technology Strategy Board,Technology Development,LEO,2014-07-08,10.0,150.0
"TecSAR (Ofeq 8, Polaris)",Israel,Defense Ministry,Earth Observation,LEO,2008-01-21,10.0,300.0
TeLEOS 1,Singapore,AgilSpace,Earth Observation,LEO,2015-12-16,5.0,400.0
Telkom 1 ,Indonesia,PT Telkomunikasi,Communications,GEO,1999-08-12,15.0,2763.0
Telkom 2,Indonesia,PT Telkomunikasi,Communications,GEO,2005-11-16,15.0,1930.0
Telstar 11N,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Communications,GEO,2009-02-26,15.0,4010.0
Telstar 12 (Orion 2),Multinational,Eutelsat -- leased from Loral Skynet Satellite Services (Loral Global Alliance) ,Communications,GEO,1999-10-19,13.0,3878.0
Telstar 12V (Telstar 12 Vantage),Canada,"Telesatd Canada Ltd. (BCE, Inc.)",Communications,GEO,2015-11-24,15.0,4900.0
Telstar 14R (Estrela do Sul 2),Canada,"Telesat Canada Ltd. (BCE, Inc.)",Communications,GEO,2011-05-20,15.0,4970.0
Telstar 18 (Apstar 5),Multinational,Loral Skynet Satellite Services (Loral Global Alliance)/APT Satellite Holdings Ltd.,Communications,GEO,2004-06-29,13.0,4640.0
TerraSAR-X 1 (Terra Synthetic Aperture Radar X-Band),Germany,German Aerospace Center (DLR)/Infoterra,Earth Observation,LEO,2007-06-15,5.0,1230.0
TerraStar 1,USA,TerraStar Corporation,Communications,GEO,2009-07-01,15.0,6910.0
"TET-1 (Technologieerprobungsträger 1, Technology Experiment Carrier)",Germany,German Aerospace Center,Technology Development,LEO,2012-07-22,1.0,120.0
"Thaicom-4 (Ipstar 1, Measat 5)",Thailand,Thaicom Public Company Ltd. ,Communications,GEO,2005-08-11,12.0,6505.0
Thaicom-5,Thailand,Thaicom Public Company Ltd. ,Communications,GEO,2006-05-27,12.0,2800.0
Thaicom-6,Thailand,Thaicom Public Company Ltd. ,Communications,GEO,2014-01-06,15.0,3325.0
Thaicom-8,Thailand,Thaicom Public Company Ltd. ,Communications,GEO,2016-05-27,15.0,3025.0
THEMIS A (Time History of Events and Macroscale Interactions during Substorms) ,Multinational,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Space Science,Elliptical,2007-02-17,2.0,126.0
THEMIS D (Time History of Events and Macroscale Interactions during Substorms) ,Multinational,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Space Science,Elliptical,2007-02-17,2.0,126.0
THEMIS E (Time History of Events and Macroscale Interactions during Substorms) ,Multinational,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Space Science,Elliptical,2007-02-17,2.0,126.0
THEOS (Thailand Earth Observation System),Thailand,Geo-Informatics and Space Technology Development Agency (GISTDA),Earth Observation,LEO,2008-10-01,5.0,750.0
Thor-3 ,Norway,Telenor Satellite Broadcasting,Communications,GEO,1998-06-10,12.0,1400.0
Thor-5 (Thor 2R),Norway,Telenor Satellite Broadcasting,Communications,GEO,2008-02-11,15.0,2024.0
Thor-6,Norway,Telenor Satellite Broadcasting,Communications,GEO,2009-10-29,15.0,3050.0
Thor-7,Norway,Telenor Satellite Broadcasting,Communications,GEO,2015-04-26,15.0,4600.0
Thuraya 2 ,United Arab Emirates,Thuraya Satellite Communications,Communications,GEO,2003-06-10,12.0,5250.0
Thuraya 3,United Arab Emirates,Thuraya Satellite Communications,Communications,GEO,2008-01-15,12.0,5180.0
Tiangong-1 (TG-1),China,   Beijing Aerospace Flight Control Center,Technology Development,LEO,2011-09-29,2.0,8506.0
Tianhui 1-01,China,China Aerospace Science and Technology Corporation (CASTC),Earth Observation,LEO,2010-08-24,10.0,2500.0
Tianhui 1-02,China,China Aerospace Science and Technology Corporation (CASTC),Earth Observation,LEO,2012-05-06,10.0,2500.0
Tianhui 1-03,China,China Aerospace Science and Technology Corporation (CASTC),Earth Observation,LEO,2015-10-26,10.0,2500.0
"TianLian 1 (TL-1-01, CTDRS)",China,Chinese Academy of Space Technology (CAST),Communications,GEO,2008-04-25,10.0,3750.0
"TianLian 2 (TL-1-02, CTDRS)",China,Chinese Academy of Space Technology (CAST),Communications,GEO,2011-07-11,10.0,2250.0
"TianLian 3 (TL-1-03, CTDRS)",China,Chinese Academy of Space Technology (CAST),Communications,GEO,2012-07-25,10.0,2200.0
Tiantuo-2,China,National University of Defense Technology,Earth Observation/Communications,LEO,2014-09-08,10.0,67.0
Tiantuo-3 (Luliang 1),China,National University of Defense Technology,Technology Development,LEO,2015-09-19,10.0,20.0
"Tianwang 1A (TW-1A, SECM-1, Shangkeda-2)",China,Shanghai Engineering Center for Microsatellites,Technology Development,LEO,2015-09-24,10.0,3.0
Tianwang 1B (TW-1B; NJUST-2),China,Nanjing University of Aeronautics and Astronautics,Technology Development,LEO,2015-09-24,10.0,3.0
Tianwang 1C (TW-1C; NJFA-1),China,Nanjing University of Aeronautics and Astronautics,Technology Development,LEO,2015-09-24,10.0,5.0
TIGRISat,Iraq,La Sapienza University of Rome,Earth Observation,LEO,2014-06-19,10.0,1.0
TIMED (Thermosphere • Ionosphere • Mesosphere • Energetics and Dynamics),USA,"NASA/Applied Physics Laboratory, Johns Hopkins",Space Science,LEO,2001-12-07,2.0,587.0
TISat-1 (Ticano Satellite),Switzerland,Scuola Universitaria Professionale della Svizzera Italiana - Dipartimento Tecnologie Innovative ,Technology Development,LEO,2010-07-12,10.0,1.0
TJS-1 (Tongxin Jishu Shiyan 1),China,Chinese Academy of Space Technology,Technology Development,GEO,2015-09-12,10.0,1200.0
TKSat-1 (Túpac Katari Satellite 1),Bolivia,Bolivia Aerospace Bureau,Communications,GEO,2013-12-20,10.0,5000.0
"Trumpet 3 (NROL-4, National Reconnaissance Office Launch-4, USA 136)",USA,National Reconnaissance Office (NRO)/USAF,Earth Observation,Elliptical,1997-11-08,10.0,8000.0
Tselina-2 (Cosmos 2428),Russia,Ministry of Defense,Earth Observation,LEO,2007-06-29,10.0,3200.0
TSUBAME,Japan,"Tokyo Institute of Technology, Tokyo University of Science and JAXA",Earth Observation,LEO,2014-11-06,10.0,49.0
"TUGSat-1  (Technische Universität Graz Satellit, CanX-3b, BRITE-Austria)",Austria,Technical University of Graz,Technology Development,LEO,2013-02-25,10.0,14.0
Turkmen Alem 52E/MonacoSAT,Turkmenistan/Monaco,Turkmenistan Ministry of Communications/SSI-Monaco,Communications,GEO,2015-04-27,15.0,4700.0
Turksat 3A,Turkey,Turksat,Communications,GEO,2008-06-12,10.0,3100.0
Turksat 4A,Turkey,Turksat,Communications,GEO,2014-02-14,15.0,4869.0
Turksat 4B,Turkey,Turksat,Communications,GEO,2015-10-16,15.0,5000.0
"UFO-10 (USA 146, UHF F/O F10) ""UHF Follow-On""",USA,US Navy,Communications,GEO,1999-11-24,4.0,3200.0
"UFO-11  (USA 174) ""UHF Follow-On""",USA,US Navy,Communications,GEO,2003-12-18,4.0,3200.0
"UFO-2 (USA 95) ""UHF Follow-On""",USA,US Navy,Communications,GEO,1993-09-03,10.0,3200.0
"UFO-4 (USA 108, UFO F4 EHF) ""UHF Follow-On""",USA,US Navy,Communications,GEO,1995-01-29,4.0,3200.0
"UFO-6 (USA 114, UFO F6 EHF) ""UHF Follow-On""",USA,US Navy,Communications,GEO,1995-10-22,4.0,3200.0
